"Symbol","Name","IPO date","Market cap","IPO book value","Last Close Price","Price over book %","Shares outstanding","Average trading volume","% traded","Action"
"BLNG","Belong Acquisition Corp. Class A","09/13/2021","$155,500,000","10.00","10.02","0.20","15,550,000","1,504","0.01%","Analyze"
"EQD","Equity Distribution Acquisition Corp. Class A","11/06/2020","$414,828,000","10.00","10.02","0.20","41,400,000","214,959","0.52%","Analyze"
"EVOJ","Evo Acquisition Corp. Class A","04/01/2021","$125,255,010","10.00","10.02","0.20","12,500,500","133","0.00%","Analyze"
"FRW","PWP Forward Acquisition Corp. I Class A","04/30/2021","$0","10.00","10.02","0.20","21,163,433","1,110","0.01%","Analyze"
"LEAP","Ribbit LEAP, Ltd. Class A","11/02/2020","$10,070,100","10.00","10.02","0.20","1,005,000","7,976","0.79%","Analyze"
"SHQA","Shelter Acquisition Corporation I - Class A","08/20/2021","$0","10.00","10.02","0.20","22,164,744","11,783","0.05%","Analyze"
"TSPQ","TCW Special Purpose Acquisition Corp. Class A","04/21/2021","$464,860,856","10.00","10.02","0.20","46,393,299","315,525","0.68%","Analyze"
"VELO","Velocity Acquisition Corp. - Class A","04/15/2021","$280,024,992","10.00","10.02","0.20","23,000,000","368,391","1.60%","Analyze"
"BYTS","BYTE Acquisition Corp. Class A","05/09/2021","$342,676,315","10.00","10.01","0.10","33,399,251","7,758","0.02%","Analyze"
"FVAM","5:01 Acquisition Corp. - Class A","10/14/2020","$0","10.00","10.01","0.10","8,621,399","519,323","6.02%","Analyze"
"GOAC","GO Acquisition Corp. Class A","09/25/2020","$575,575,000","10.00","10.01","0.10","57,500,000","165,698","0.29%","Analyze"
"GSAQ","Global Synergy Acquisition Corp.","03/01/2021","$0","10.00","10.01","0.10","25,875,000","115","0.00%","Analyze"
"IRAA","Iris Acquisition Corp - Class A","05/26/2021","$285,419,880","10.00","10.01","0.10","27,600,000","3,593","0.01%","Analyze"
"ISLE","Isleworth Healthcare Acquisition Corporation","03/29/2021","$0","10.00","10.01","0.10","26,191,249","235,597","0.90%","Analyze"
"KAHC","KKR Acquisition Holdings I Corp. Class A","05/07/2021","$1,381,380,000","10.00","10.01","0.10","138,000,000","9,301","0.01%","Analyze"
"OHAA","OPY Acquisition Corp. I - Class A","12/20/2021","$24,943,871","10.00","10.01","0.10","2,479,510","700","0.03%","Analyze"
"VAQC","Vector Acquisition Corporation II - Class A","03/10/2021","$574,073,500","10.00","10.01","0.10","57,350,000","15,212","0.03%","Analyze"
"WARR","Warrior Technologies Acquisition Company Class A","04/19/2021","$276,276,000","10.00","10.01","0.10","27,600,000","18,656","0.07%","Analyze"
"BLACR","Bellevue Life Sciences Acquisition Corp. Rights","03/16/2023","$91,455,500","10.00","0.00","0.00","9,055,000","0","0.00%","Analyze"
"CETU","Cetus Capital Acquisition Corp. Class A","03/23/2023","$0","10.00","0.00","0.00","0","0","0.00%","Analyze"
"CETUR","Cetus Capital Acquisition Corp. Right to receive 1/6 of one share of Class A","03/23/2023","$0","10.00","0.00","0.00","0","0","0.00%","Analyze"
"GOBI","Gobi Acquisition Corp. - Class A","06/29/2021","$0","10.00","10.00","0.00","25,853,388","480","0.00%","Analyze"
"GTPA","Gores Technology Partners, Inc. Class A","05/03/2021","$285,450,000","10.00","10.00","0.00","27,500,000","30,033","0.11%","Analyze"
"GTPB","Gores Technology Partners II, Inc. Class A","05/03/2021","$0","10.00","10.00","0.00","46,000,000","117,089","0.25%","Analyze"
"JWSM","Jaws Mustang Acquisition Corp. Class A","03/26/2021","$21,015,104","10.00","10.00","0.00","2,103,614","17,363","0.83%","Analyze"
"ZURA","Zura Bio Limited Class A","03/21/2023","$572,872,500","10.00","0.00","0.00","17,250,000","0","0.00%","Analyze"
"ASZ","Austerlitz Acquisition Corporation II Class A","04/19/2021","$1,377,930,000","10.00","9.99","-0.10","138,000,000","6,712","0.00%","Analyze"
"GSEV","Gores Holdings VII, Inc. Class A","04/14/2021","$0","10.00","9.99","-0.10","55,000,000","196,261","0.36%","Analyze"
"NSTB","Northern Star Investment Corp. II Class A","02/11/2021","$399,600,000","10.00","9.99","-0.10","40,000,000","7,925","0.02%","Analyze"
"SNRH","Senior Connect Acquisition Corp. I Class A","02/01/2021","$414,000,000","10.00","9.99","-0.10","41,400,000","5,851","0.01%","Analyze"
"AUS","Austerlitz Acquisition Corporation I Class A","04/19/2021","$688,620,000","10.00","9.98","-0.20","69,000,000","7,659","0.01%","Analyze"
"BWC","Blue Whale Acquisition Corp I Class A","09/24/2021","$227,802,253","10.00","9.98","-0.20","22,940,811","21,393","0.09%","Analyze"
"DGNU","Dragoneer Growth Opportunities Corp. III","03/17/2021","$430,245,384","10.00","9.98","-0.20","43,067,606","9,653","0.02%","Analyze"
"AMCI","AMCI Acquisition Corp. II Class A","02/22/2021","$148,650,000","10.00","9.97","-0.30","15,000,000","30,627","0.20%","Analyze"
"ANZU","Anzu Special Acquisition Corp I Class A","04/22/2021","$424,150,000","10.00","9.97","-0.30","42,500,000","66,729","0.16%","Analyze"
"GNAC","Group Nine Acquisition Corp. - Class A","03/08/2021","$229,310,000","10.00","9.97","-0.30","23,000,000","18,357","0.08%","Analyze"
"RCLF","Rosecliff Acquisition Corp I - Class A","05/07/2019","$252,241,000","10.00","9.97","-0.30","25,300,000","2,874","0.01%","Analyze"
"YTPG","TPG Pace Beneficial II Corp. Class A","04/14/2021","$408,770,000","10.00","9.97","-0.30","41,000,000","171,286","0.42%","Analyze"
"AEHA","Aesther Healthcare Acquisition Corp Class A","11/05/2021","$0","10.00","9.96","-0.40","0","1,290,718","0.00%","Analyze"
"MBAC","M3-Brigade Acquisition II Corp. Class A","04/26/2021","$398,400,000","10.00","9.96","-0.40","40,000,000","158,021","0.40%","Analyze"
"PICC","Pivotal Investment Corporation III Class A","04/01/2021","$0","10.00","9.96","-0.40","27,600,000","7,318","0.03%","Analyze"
"FRXB","Forest Road Acquisition Corp. II Class A","04/30/2021","$348,250,000","10.00","9.95","-0.50","35,000,000","59,032","0.17%","Analyze"
"OSI","Osiris Acquisition Corp. Class A","07/06/2021","$228,850,000","10.00","9.95","-0.50","23,000,000","8,460","0.04%","Analyze"
"BOAC","Bluescape Opportunities Acquisition Corp. Class A","12/18/2020","$754,818,750","10.00","9.94","-0.60","75,937,500","15,342","0.02%","Analyze"
"PRSR","Prospector Capital Corp. Class A","03/01/2021","$322,400,000","10.00","9.94","-0.60","32,500,000","7,001","0.02%","Analyze"
"TBCP","Thunder Bridge Capital Partners III Inc. Class A","03/29/2021","$421,485,820","10.00","9.94","-0.60","42,403,000","3,714","0.01%","Analyze"
"ARBG","Aequi Acquisition Corp.","01/11/2021","$230,000,000","10.00","9.89","-1.10","23,000,000","101","0.00%","Analyze"
"FLAC","Frazier Lifesciences Acquisition Corporation Class A","02/08/2021","$141,150,870","10.00","9.87","-1.30","14,301,000","13,488","0.09%","Analyze"
"JCIC","Jack Creek Investment Corp. Class A","03/15/2021","$351,555,000","10.00","9.85","-1.50","34,500,000","84,836","0.25%","Analyze"
"FHLT","Future Health ESG Corp.","12/08/2021","$64,531,147","10.00","9.84","-1.60","6,591,537","150","0.00%","Analyze"
"ATVC","Tribe Capital Growth Corp I - Class A","05/18/2021","$270,756,000","10.00","9.81","-1.90","27,600,000","25,032","0.09%","Analyze"
"PV","Primavera Capital Acquisition Corporation Class A","03/15/2021","$315,882,000","10.00","9.70","-3.00","41,400,000","75,634","0.18%","Analyze"
"KINZ","KINS Technology Group Inc. - Class A","02/04/2021","$9,614,015","10.00","9.65","-3.50","938,090","34,675","3.70%","Analyze"
"DCRD","Decarbonization Plus Acquisition Corporation IV Class A","10/01/2021","$447,493,750","10.00","9.33","-6.70","31,625,000","12,001","0.04%","Analyze"
"VCKA","Vickers Vantage Corp. I","03/03/2021","$123,207,199","10.00","9.01","-9.90","13,176,395","117,600","0.89%","Analyze"
"JMAC","Maxpro Capital Acquisition Corp. Class A","11/26/2021","$128,454,296","10.00","8.85","-11.50","10,840,025","64,836","0.60%","Analyze"
"IPVA","InterPrivate II Acquisition Corp. Class A","04/25/2021","$229,851,125","10.00","8.80","-12.00","26,075,000","8,671","0.03%","Analyze"
"LAAA","Lakeshore Acquisition I Corp.","07/23/2021","$39,012,087","10.00","8.69","-13.10","4,489,308","23,830","0.53%","Analyze"
"SLCR","Silver Crest Acquisition Corporation - Class A","03/08/2021","$664,630,817","10.00","7.99","-20.10","34,500,000","275,509","0.80%","Analyze"
"PAFO","Pacifico Acquisition Corp.","09/27/2021","$0","10.00","7.50","-25.00","7,495,000","112,395","1.50%","Analyze"
"GXII","GX Acquisition Corp. II Class A","05/09/2021","$0","10.00","6.69","-33.10","30,000,000","137,841","0.46%","Analyze"
"LION","Lionheart III Corp - Class A","06/06/2019","$117,625,000","10.00","6.44","-35.60","12,500,000","453,188","3.63%","Analyze"
"MAAQ","Mana Capital Acquisition Corp.","01/14/2022","$48,668,750","10.00","5.99","-40.10","8,125,000","206,709","2.54%","Analyze"
"LAX","8i Acquisition 2 Corp.","09/04/2001","$47,622,694","10.00","5.14","-48.60","11,073,500","45,982","0.42%","Analyze"
"ENPC","Executive Network Partnering Corporation Class A","11/06/2020","$388,629,500","25.00","9.21","-63.16","42,014,000","109,601","0.26%","Analyze"
"ADRA","Adara Acquisition Corp. Class A","12/17/2019","$0","10.00","3.60","-64.00","11,500,000","3,127","0.03%","Analyze"
"SWAG","Software Acquisition Group Inc. III Class A","09/20/2021","$30,416,928","10.00","1.60","-84.00","18,632,115","38,185","0.20%","Analyze"
"AGBA","AGBA Acquisition Limited","07/15/2019","$9,333,606","10.00","1.56","-84.40","4,737,871","49,315","1.04%","Analyze"
"SMX","SMX (Security Matters) Public Limited Company - Class A","12/09/2021","$29,026,685","10.00","1.25","-87.50","22,501,306","514,681","2.29%","Analyze"
"MARXR","Mars Acquisition Corp. Rights","03/13/2023","$70,104,000","10.00","0.20","-98.00","6,900,000","150,800","2.19%","Analyze"
"AXAC^","AXIOS Sustainable Growth Acquisition Corporation Rights to receive one-tenth (1/10) of one Class A","03/25/2022","$237,247,875","10.00","0.18","-98.20","22,922,500","64,450","0.28%","Analyze"
"GFGDR","The Growth for Good Acquisition Corporation Right","01/31/2022","$266,481,000","10.00","0.18","-98.20","26,100,000","5,577","0.02%","Analyze"
"PLTNR","Plutonian Acquisition Corp. Rights","01/11/2023","$58,822,500","10.00","0.18","-98.20","5,750,000","2,550","0.04%","Analyze"
"ATMCR","AlphaTime Acquisition Corp Right","01/18/2023","$70,449,000","10.00","0.16","-98.40","6,900,000","18,880","0.27%","Analyze"
"HUDAR","Hudson Acquisition I Corp. Right","12/23/2022","$91,385,196","10.00","0.15","-98.50","8,941,800","16,241","0.18%","Analyze"
"QOMOR","Qomolangma Acquisition Corp. Right","11/25/2022","$72,382,997","10.00","0.15","-98.50","7,054,873","5,200","0.07%","Analyze"
"YOTAR","Yotta Acquisition Corporation Right","06/26/2022","$151,158,985","10.00","0.15","-98.50","14,718,499","30,393","0.21%","Analyze"
"EFHTR","EF Hutton Acquisition Corporation I Rights","12/07/2022","$0","10.00","0.13","-98.70","0","495,000","0.00%","Analyze"
"HSPOR","Horizon Space Acquisition I Corp. Right","01/25/2023","$94,133,865","10.00","0.13","-98.70","9,210,750","12,865","0.14%","Analyze"
"ATMVR","AlphaVest Acquisition Corp Right","01/24/2023","$70,276,500","10.00","0.12","-98.80","6,900,000","28,449","0.41%","Analyze"
"GBBKR","Global Blockchain Acquisition Corp. Right","06/15/2022","$225,848,250","10.00","0.08","-99.20","22,012,500","301","0.00%","Analyze"
